X,ground_data_tree_id,RED,GREEN,BLUE,aerial_data_tree_id,stem_id,species,stem_diameter,agb,score,aerial_data_height,area,UTM_2018_X,UTM_2018_Y,left,bottom,right,top,tree_status,census_codes,adbin,gdbin,log_agb
37,868,113.14814814814822,142.4273504273504,95.99999999999991,295841a5-6615-499a-a68c-7501bab567c1,868,libe,18,229.9595838460829,0.258372962474823,27.0544995,7.0199999988731,747732.1,4308573.6,747731.3,4308572.7,747734.0,4308575.3,A,M,2,2,5.43790357107387
38,876,113.913561847988,139.75186289120728,106.97913561847965,c2cbacd9-cf95-4236-a0f6-f8fcdbfee0a9,876,libe,26,562.0168270725043,0.2068729102611542,34.8315989,26.84000000268221,747737.9,4308581.1,747735.7,4308580.0,747741.8,4308584.4,A,J;M,4,4,6.33153179085561
39,880,77.31142857142848,99.78489795918352,85.65224489795936,26b18fff-688f-445f-bf19-c65f17becfae,32063,libe,24,764.281467683081,0.6700646281242371,34.9884007,24.500000000116412,747741.0,4308673.2,747737.5,4308673.0,747742.4,4308678.0,A,M,4,4,6.63893613451679
40,906,83.71313766596792,105.60691823899376,87.27812718378755,2bbd9663-2405-4765-9e5a-8659b503fed1,906,libe,31,748.69118087711,0.3177924156188965,37.0449986,28.61999999728985,747754.2,4308550.0,747751.1,4308545.2,747756.4,4308550.6,A,J;M,4,4,6.61832658991938
41,937,94.15857826384104,116.98598769651375,93.61278195488713,d23022fa-5291-4af2-962b-32e3a92bc2a7,937,libe,50,2177.925525478831,0.6354041695594788,36.1005014,58.51999999766238,747756.3,4308723.2,747750.6,4308715.9,747758.3,4308723.5,A,M,5,5,7.68612810891325
42,938,101.86184012066364,125.57073906485662,98.23076923076938,bbb9d03f-b7f6-417e-b262-6d9d8f664a2f,938,vipr,48,2037.6633783680788,0.484550267457962,34.3609998,33.14999999984866,747757.9,4308745.0,747756.8,4308743.9,747761.9,4308750.4,A,M,5,5,7.61955902760244
43,946,88.26006600660064,109.5993399339934,93.22970297029694,74f58a03-bc11-49a7-badf-3ade6752d4d9,946,libe,56,2983.160033311568,0.4355887174606323,34.8373993,90.89999999979044,747785.0,4308534.5,747784.8,4308530.5,747794.9,4308539.5,A,I;M,5,5,8.00073843152077
44,971,96.13522458628846,117.50401891252936,99.61477541371148,81bd0506-27d4-40d1-9006-70053dd5e994,971,libe,44,1667.4562284829872,0.5108433365821838,41.5899994,84.60000000335276,747774.5,4308648.0,747768.8,4308639.6,747777.8,4308649.0,A,M,5,5,7.41905452765993
45,1005,101.94489600765039,127.41071001673482,92.57458761654304,6de0a134-abad-4a95-985a-da21ac07cac0,1005,acne,80,5671.81774555946,0.4945835769176483,27.8752003,83.66000000353436,747392.6,4308512.6,747385.1,4308505.3,747394.0,4308514.7,A,M,5,5,8.64326493538955
46,1040,69.46301564722629,93.43243243243248,77.133001422475175,84bfa76a-aeb7-4e4a-b2a1-806b4e4cbcb4,1040,libe,26,327.705835946135,0.591363787651062,9.8588997,14.06000000044936,747387.4,4308569.7,747384.4,4308566.7,747388.2,4308570.4,A,main,3,3,5.79211636435344
47,1063,93.18908188585603,117.3816377171216,85.00049627791566,ca63be9b-747d-4dba-a9ef-81bc7dfd24dd,1063,libe,45,5530.653349506587,0.6198852062225342,17.2150005,40.29999999969732,747388.0,4308579.0,747384.3,4308574.1,747390.5,4308580.6,A,M,5,5,8.6180612339222
48,1096,116.49166350890486,144.57123910572207,94.85865858279668,89e46da3-c191-4f40-b4c2-7d29def55ec3,1096,libe,33,2744.4920025971032,0.3609147965908051,23.8352002,52.78000000664499,747405.0,4308507.2,747398.3,4308504.1,747407.4,4308509.9,A,M,5,5,7.91735127401124
49,1125,116.37375073486201,141.1584362139907,106.79100529100548,4e35a297-5eba-40dd-8ff8-5f1b95ebdc86,1125,libe,65,5711.365799535888,0.5015801191329956,28.3559999,68.04000000282191,747399.9,4308539.0,747396.5,4308534.1,747404.6,4308542.5,A,M,5,5,8.65021346836217
50,1181,114.4378189632016,130.5232339511144,116.90088638195007,e90412c0-21ff-4ab2-aa40-fba86ec68b10,1181,libe,51,2049.4579104577283,0.4789507985115051,18.1739998,37.23000000372296,747392.5,4308580.9,747389.3,4308580.1,747396.6,4308585.2,A,M,5,5,7.62533060324058
51,1214,108.50037037037028,134.65314814814806,95.65203703703706,4acb42b7-e406-47e1-a635-febb84ec1f69,1214,libe,54,2007.57175182726,0.5345770716667175,18.6389994,54.00000000139698,747399.1,4308605.2,747396.3,4308604.1,747403.8,4308611.3,A,M,5,5,7.60468118706376
52,1254,112.99755102040824,142.35755102040827,101.44244897959192,d2e2808e-684b-491b-aabb-2115a39a53df,1254,libe,29,429.630355296823,0.4299424588680267,19.4164,12.24999999976717,747392.7,4308618.2,747389.3,4308617.5,747394.2,4308620.0,A,main,3,3,6.06292520014165
53,1271,103.92967741935487,132.78870967741926,97.64387096774183,30fbb27f-6bd8-488d-878e-76a5edb85db2,32291,libe,29,3582.6418737305366,0.4177613258361816,14.1769998,30.99999999976717,747395.1,4308601.5,747393.3,4308600.3,747399.5,4308605.3,A,S,5,5,8.18385576079692
54,1336,100.64495958517624,124.7276193381119,90.11621168217196,ba31d3e3-90cb-4ab3-aebe-462cf5b06521,1336,libe,60,3705.855053735008,0.5559282898902893,17.2637003,65.57000000254018,747392.3,4308610.6,747389.8,4308606.6,747398.1,4308614.5,A,M,5,5,8.21766929483786
55,1358,116.61463414634156,144.36981707317068,95.9323170731708,1716a2c5-8166-42f2-81d8-da95329ab9af,1358,libe,51,4125.704889227286,0.6220415830612183,22.2384007,65.60000000149012,747385.4,4308614.1,747381.2,4308611.6,747389.2,4308619.8,A,A;M,5,5,8.32499216640699
56,1366,119.75079365079364,146.41111111111115,100.86984126984132,9b24e5c7-632c-4996-b506-2311520fbb47,40368,vipr,24,294.334609514962,0.2624494433403015,26.0745004,12.59999999991851,747393.2,4308624.2,747391.1,4308624.1,747394.7,4308627.6,A,M,3,3,5.68471724776437
57,1367,127.56958333333324,154.46,107.08125000000008,8ea8bf00-82cd-4254-8ae5-339fe2173560,1367,vipr,35,732.793173965632,0.3202605247497559,24.9812,24.00000000023283,747390.6,4308624.7,747388.2,4308620.4,747393.0,4308625.4,A,M,4,4,6.5968634983133
58,1422,82.8173690932311,105.69117177522347,90.617816091954,26a60cf4-8b3d-41c3-9588-5f951a253bcb,1422,caca,76,4825.779197755519,0.3860948085784912,39.1207003,125.2800000083912,747393.8,4308669.9,747385.9,4308666.1,747397.5,4308676.9,A,J;M,5,5,8.4817274924975
59,1426,94.83757802746547,119.24681647940068,97.53570536828968,2c515ca7-1c2b-42be-a1c4-09e78cde79b2,1426,caca,79,5193.51752419607,0.2972649931907654,38.7002005,80.10000000335276,747397.9,4308672.7,747395.5,4308664.5,747404.5,4308673.4,A,main,5,5,8.5551664969177
60,1469,78.11732377538824,100.41672640382323,86.5998805256864,bac8fae1-64fc-4f00-8430-dcc79f8055cb,1469,caca,44,1234.68764751031,0.6436431407928467,30.0422008,83.7000000004191,747390.5,4308638.3,747382.2,4308636.4,747391.5,4308645.4,A,main,5,5,7.11857330007748
61,1485,80.74482599144449,104.75546305931344,89.4091802520523,c205f466-45df-4422-82b9-d0597a87189e,32348,caca,47,1451.6785673111,0.4349632859230042,36.6399986,86.4900000073621,747389.0,4308661.0,747385.7,4308657.1,747395.0,4308666.4,A,M,5,5,7.28047579850298
62,1496,97.13975694444429,119.76148504273512,95.1192574786325,fd5715da-8a4a-4813-bbf3-c4e48416010b,32350,libe,44,3286.383744527511,0.4700676798820496,41.3406989,149.76000000961125,747388.8,4308680.8,747382.6,4308677.6,747394.3,4308690.4,A,L;M,5,5,8.09754307343656
63,1503,106.33943925233655,131.0440186915889,102.42915887850457,bf42a6da-5f71-465e-9e61-2e08f3f62827,1503,vipr,53,3881.350035358555,0.5756728053092957,40.6354995,107.00000000069848,747387.5,4308701.4,747386.1,4308698.6,747396.8,4308708.6,A,M,5,5,8.26393831935507
64,1506,90.11156462585016,113.15011337868476,92.53242630385492,a78e1b17-4985-4c0e-8b3f-5f24143acd27,1506,caovl,30,598.467500334179,0.2206779718399048,40.3403996,22.05000000167638,747384.1,4308705.7,747383.0,4308701.0,747387.5,4308705.9,D,DS,4,4,6.39437222165927
65,1518,75.55729661285214,97.72269705603053,87.79249762583073,52b41090-de11-485a-b12d-9cc793f25a68,1518,caca,45,1304.70974522277,0.4109568893909454,36.0635004,63.18000000585337,747398.8,4308753.0,747394.8,4308749.6,747402.9,4308757.4,A,main,5,5,7.17373587756455
66,1556,98.57603686635939,121.65969514356604,99.05069124423957,c95041c3-f053-40a1-8925-d5bcb3db71c0,1556,caca,67,3465.98842083977,0.4452704191207886,42.2631016,84.62999999917112,747381.0,4308714.0,747380.7,4308706.3,747389.8,4308715.6,A,main,5,5,8.15075312948514
67,1557,113.95220503347976,140.46132532902314,97.42461325329016,ac898e19-39bb-4edb-b88f-028a8174b246,1557,caca,77,4876.69873753619,0.5370252728462219,38.6808,43.31000000382541,747382.3,4308717.0,747381.9,4308716.8,747389.0,4308722.9,A,main,5,5,8.492223781716
68,1585,96.72507739938104,117.09829721362212,100.76222910216688,894ce946-eaba-4c4b-8f49-1deb8b18b320,1585,fagr,65,3537.76005947013,0.5082333087921143,35.4360999,64.5999999968335,747388.7,4308742.4,747380.2,4308737.9,747388.7,4308745.5,A,A,5,5,8.17124905429395
69,1651,84.13352095059426,105.06081926203892,89.01266416510317,c69c0987-52ea-4728-be1a-c6c7617018b3,1651,fagr,75,5012.88247206694,0.4122461378574371,38.3154997,63.96000000183471,747398.1,4308794.2,747392.5,4308788.7,747400.3,4308796.9,A,main,5,5,8.5197663723581
70,1675,74.41720142602477,97.35953654188921,87.42192513369025,0de20575-d9df-4833-8c99-bf83aebf6d59,1675,nysy,68,3571.88577972929,0.287198930978775,37.5564996,112.20000000204892,747379.7,4308797.5,747370.5,4308789.6,747381.5,4308799.8,A,main,5,5,8.18084896492558
71,1679,107.76169950738912,131.68318965517227,105.45689655172409,f500ea2c-276e-4122-969d-2a586fb6fe5a,1679,caca,80,5356.37527491147,0.4611063599586487,35.8446984,32.47999999949709,747390.6,4308805.0,747389.7,4308804.0,747395.3,4308809.8,A,main,5,5,8.58604277062081
72,1688,102.47320388349524,125.13893203883487,99.4970873786407,b20e95f3-4cf5-4952-901c-efa9e0806fc7,1688,caca,57,2330.83812781545,0.690087616443634,41.3012992,102.99999999813735,747400.7,4308715.6,747391.2,4308713.7,747401.2,4308724.0,A,main,5,5,7.75398319338785
73,1690,101.38148383005712,126.3022194039312,102.21509194673452,6983518b-c658-4a62-8a29-ae6bb8ccae82,1690,caca,64,3097.36678154361,0.603726863861084,37.1062008,78.84999999823049,747382.2,4308827.9,747381.2,4308820.9,747390.7,4308829.2,A,main,5,5,8.03830760419862
74,1694,92.63552971576225,118.7510335917312,93.91640826873407,1fdf9ee7-9a79-4085-a80a-160f082b61f6,1694,caca,76,4722.7032633259,0.5900108814239502,35.7816007,77.39999999664724,747383.4,4308835.5,747380.3,4308834.5,747389.3,4308843.1,A,main,5,5,8.46013663991598
75,1701,92.85708491076248,118.58355868036756,94.30029745808544,ed3413db-5afb-42f8-b6bf-b09731f75772,1701,caca,64,3097.36678154361,0.5100334286689758,34.5320007,73.95999999659601,747389.1,4308837.5,747387.1,4308830.2,747395.7,4308838.8,A,main,5,5,8.03830760419862
76,1717,95.24845679012354,117.197971781305,98.30379188712523,a0450353-d3a6-4bff-9381-594b5e144c81,1717,acru,76,4990.64620128113,0.5435492992401123,41.3244005,45.36000000067055,747381.2,4308848.0,747375.3,4308846.8,747381.6,4308854.0,A,main,5,5,8.51532067961599
77,1722,101.15990990990989,123.17892892892893,102.0923423423424,5b322f9a-5049-48ff-99d1-5bd4093b2703,1722,ceca,76,4861.58425644962,0.2827458083629608,39.8930001,39.95999999715481,747380.0,4308852.7,747380.0,4308847.7,747385.4,4308855.1,A,main,5,5,8.48911964246837
78,1726,104.62842122830456,128.86498664886477,103.33711615487331,b9767541-01a5-493d-8178-476279103c5a,1726,cato,77,5155.34951109071,0.5631667971611023,41.9360009,119.84000000158792,747397.1,4308847.3,747395.4,4308837.0,747406.6,4308847.7,A,main,5,5,8.54779019455829
79,1740,106.81023556963783,131.34853285576602,104.95936079349764,5d761e13-c3a1-4284-a860-498c38ca1ce9,1740,cofl,74,4385.93995118611,0.5072651505470276,39.4460007,145.1800000025006,747387.4,4308863.4,747380.2,4308859.3,747392.1,4308871.5,A,main,5,5,8.38615923786407
80,1773,113.4997486173958,140.8425087983913,109.53846153846112,40c6bb7f-70a9-413d-84a7-29619cd0ff16,1773,cato,43,1362.13675473323,0.3702192902565002,37.3776001,79.55999999773688,747381.2,4308880.1,747380.5,4308878.2,747390.7,4308886.0,A,main,5,5,7.2168098889621
81,1789,87.26100386100384,114.1451737451737,97.79150579150573,a77cf51a-ead9-4e0a-b450-f639e38108bc,38585,havi,29,459.000264558397,0.6385900974273682,28.8870002,12.95000000065193,747394.8,4308900.8,747393.8,4308897.3,747397.3,4308901.0,A,M,3,3,6.12905078644033
82,1798,112.4180985108822,136.33925162275662,109.6731576937763,fbc062d7-3926-4bc5-87cc-c21b3bee0069,1798,nysy,80,5344.09667234691,0.4747295081615448,39.3964014,104.75999999769031,747382.3,4308897.5,747380.0,4308893.7,747389.7,4308904.5,A,main,5,5,8.58374780493814
83,1864,91.59132007233288,119.98849252013784,99.02202860430704,cd50d009-9544-4662-9c8f-ad00022231f9,1864,nysy,77,4860.97361201585,0.6288226246833801,31.9944004,60.8299999962491,747386.3,4308937.0,747380.2,4308929.7,747387.9,4308937.6,A,main,5,5,8.48899402852133
84,1873,75.16868268434133,98.0404308202152,87.50488815244405,c2cb441a-ee09-4927-8709-ada850bfd17a,32377,havi,51,4224.679067221814,0.5305725932121277,33.0780005,60.34999999980209,747378.2,4308946.8,747374.8,4308938.5,747381.9,4308947.0,A,S,5,5,8.34869857648526
85,1876,79.82696629213494,101.81947565543062,88.90674157303337,bfa6d7ad-0d74-4e28-98c1-2178aac999bb,1876,havi,54,2079.07019204371,0.4851001501083374,34.2305006,53.40000000223517,747381.1,4308947.7,747380.0,4308939.8,747386.0,4308948.7,A,main,5,5,7.63967604969486
86,1908,103.0071504237289,128.20074152542375,100.18961864406764,7de5c2ec-b2dc-45a3-83cd-fdab6f749a54,40412,tiam,46,4206.53699766424,0.6030715107917786,25.0959003,37.76000000234693,747384.5,4308975.8,747382.0,4308975.1,747387.9,4308981.5,A,M,5,5,8.344395022308
87,1912,99.97960151802673,116.80597722960128,107.1290322580644,bde7a13a-efa6-430e-8d1e-78666bc3bc42,1912,havi,56,5809.281053633394,0.5527205467224121,23.9697997,42.15999999932014,747393.0,4308972.2,747392.2,4308969.4,747398.4,4308976.2,A,M,5,5,8.66721209926893
88,1922,105.09123931623948,129.80747863247856,101.45982905982896,676911ce-d52b-4d15-828f-def0d405849b,32390,caca,66,3340.38277803797,0.5551794767379761,26.2125002,46.80000000121072,747391.1,4308984.9,747389.1,4308982.3,747395.6,4308989.5,A,M,5,5,8.11384068360717
89,2318,91.17581395348844,116.90186046511631,93.81069767441869,b0e2e4da-27b1-4d9b-91c4-c59742d80fab,2318,libe,43,1141.14602315635,0.4266941249370575,13.2234997,21.50000000372529,747414.5,4308507.1,747411.0,4308504.1,747416.0,4308508.4,A,main,4,4,7.03978831989999
90,2348,111.06657824933691,138.0005305039782,94.76949602122022,4705fe7e-9d7e-4622-8b02-7139e273e22d,2348,ceoc,73,4332.66060138739,0.6233667135238647,21.6413002,37.69999999878928,747420.6,4308568.3,747419.2,4308563.7,747425.7,4308569.5,A,main,5,5,8.37393708989
91,2422,114.75824561403508,138.160070175438,107.26385964912268,ba99bc89-8386-41d9-a108-ad5f0d6da5c1,2422,astr,66,3396.92822587904,0.604332685470581,32.4599991,142.5000000046566,747405.7,4308558.7,747397.0,4308553.0,747409.5,4308564.4,A,M,5,5,8.13062683925884
92,2455,86.80539215686278,111.00637254901964,86.61372549019603,6746af05-bfd3-4ae5-8020-3b077f593598,2455,libe,24,1103.6126425383793,0.4773939251899719,25.3834,20.40000000223517,747419.1,4308580.5,747416.0,4308580.1,747420.0,4308585.2,A,M,4,4,7.00634429800276
93,2489,115.39314516129028,135.69758064516125,117.43245967741952,b860a596-3c00-4ee8-a16c-219a78cc9c46,2489,libe,20,170.966218186423,0.2689471542835236,22.5213009,9.92000000164378,747411.8,4308578.0,747411.4,4308576.3,747414.6,4308579.4,A,M,2,2,5.14146598252084
94,2600,101.30225988700532,125.11556240369806,95.1674370826912,8bcb5414-6eb0-4f7d-9422-2ed2d6d3d99e,2600,acne,65,3364.61930578733,0.5109465718269348,26.3369996,38.93999999686145,747413.4,4308596.4,747412.7,4308591.9,747419.3,4308597.8,A,main,5,5,8.12107010218316
