ground_data_tree_id,aerial_data_tree_id,stem_id,species,stem_diameter,agb,score,aerial_data_height,area,UTM_2018_X,UTM_2018_Y,left,bottom,right,top,tree_status,census_codes,adbin,gdbin
5509,c33b73ec-6894-4cc6-9133-a65749cfbc99,5509,caca,108.0,11189.02789831,0.5102590322494507,31.2084995,21.280000002384185,747457.0,4308847.6,747456.0,4308846.1,747459.8,4308851.7,A,main,4,4
6405,47e1163b-3695-46a8-a30f-4111e5bec4a1,6405,qual,518.0,325693.130684305,0.5100354552268982,32.7465006,40.92000000180676,747468.5,4308735.8,747467.7,4308732.8,747474.3,4308739.0,A,main,5,5
25042,4de754e3-a1f2-4118-b00a-033ddee25b44,25042,litu,688.0,767779.70220898,0.5100231766700745,36.7987006,68.0,747722.9,4308609.6,747722.4,4308604.2,747730.9,4308612.2,A,main,5,5
7262,9662df99-6cec-42ba-8a90-cd3e8ce7a250,7262,cato,495.0,361760.601893485,0.5097616314888,33.1480006,62.40000000037253,747489.4,4308578.1,747486.2,4308573.8,747494.0,4308581.8,A,F,5,5
27283,b4086628-c941-4156-90af-d0bd1afdbc17,27283,fram,82.0,5738.78933147772,0.5097464919090271,29.2228997,21.32000000064261,747720.1,4308956.1,747717.3,4308952.6,747721.4,4308957.8,A,J,4,4
30516,c02a9a85-4f38-425d-a280-a1d756fe8240,30516,qual,485.0,282059.90640782,0.5094166398048401,32.5741998,77.99999999930151,747773.1,4308971.1,747765.4,4308962.2,747773.2,4308972.2,A,main,5,5
5053,709cab6f-9eba-4a06-be3b-f520000b6ef1,5053,cato,161.0,27801.864930428,0.5091956257820129,32.8955001,32.240000000912694,747461.4,4308646.8,747458.9,4308642.0,747465.1,4308647.2,A,main,5,5
25268,e715ecc3-fc12-46fb-a156-7e61ed4843ee,25268,vipr,106.0,11950.56771375502,0.5091666579246521,29.1307996,27.53999999810709,747705.0,4308782.7,747699.7,4308779.2,747705.1,4308784.3,A,M;P,4,4
8301,a0bc6540-0fe4-4192-b33b-3c6c26b9cb3c,33231,havi,18.0,3460.359515291304,0.509124219417572,32.5629018,22.999999999883585,747522.2,4308592.5,747518.5,4308588.6,747523.1,4308593.6,A,F;S,4,4
23518,42c6bf1f-0354-47e9-bc13-b72f2b47af50,23518,ceca,45.0,1393.23888275637,0.5089943408966064,30.1893997,15.500000002793968,747686.3,4308886.8,747684.6,4308884.1,747689.6,4308887.2,A,M,3,3
9712,87418f55-1feb-4915-801f-fb5c1c03fa41,9712,caovl,585.0,529865.408837157,0.5087584853172302,36.5915003,35.34000000149477,747521.2,4308724.0,747517.1,4308722.7,747522.8,4308728.9,A,F,5,5
41881,a3f5ca87-34a7-4525-9cc9-3cae55b0832b,63250,libe,20.0,170.966217686714,0.5086179971694946,32.1784003,9.280000000614672,747709.3,4308592.8,747707.9,4308590.8,747710.8,4308594.0,A,J;M,2,2
9150,e9671df6-f798-4ed7-8687-c3a2651f84fb,9150,quve,846.0,952371.637719952,0.5083847641944885,35.2687995,56.79999999701977,747538.3,4308543.6,747534.4,4308542.4,747542.4,4308549.5,A,F,5,5
4096,d921b704-d8d4-4adb-af5a-beb2ebb4c546,4096,litu,625.0,612709.213373122,0.5083559155464172,37.5193007,69.41999999761582,747436.7,4308770.7,747428.3,4308764.2,747437.2,4308772.0,A,main,5,5
914,2ed7ab50-0af7-44cf-8b2d-7350b1ca3362,914,libe,30.0,467.313046001902,0.5083138346672058,33.2910015,12.25,747745.3,4308560.4,747744.0,4308559.3,747747.5,4308562.8,A,M,3,3
1582,d71f7633-1bbe-4ef6-96aa-3d44098938e1,1582,fagr,682.0,1083990.79226899,0.5082333087921143,35.4360999,64.5999999968335,747380.7,4308739.4,747380.2,4308737.9,747388.7,4308745.5,A,main,5,5
10065,65024010-dd4d-475d-85f8-63aa90fc8aaa,10065,litu,423.0,244888.64085371,0.5080132484436035,33.0190004,39.67999999698252,747515.8,4308947.3,747512.1,4308940.9,747518.3,4308947.3,A,main,5,5
9798,432ada6a-f9b5-40d4-bfa0-bd8efde4ae2c,9798,caovl,181.0,36328.589226461,0.507987916469574,30.1207999,46.239999998258426,747540.3,4308722.1,747539.3,4308719.7,747546.1,4308726.5,A,F,5,5
26573,90a68aab-f883-4e53-a1cd-723f516cc88c,26573,litu,770.0,1000273.6052474,0.5077839493751526,41.6920013,124.19999999919672,747736.6,4308648.8,747732.9,4308642.7,747743.7,4308654.2,A,main,5,5
14178,b80ff7b7-d38e-4fce-9a38-bcc3b12c05e7,14178,quru,631.0,502453.348965599,0.5077449083328247,35.6307004,59.640000002449376,747585.1,4308587.9,747581.4,4308587.6,747588.5,4308596.0,A,F,5,5
13025,4a35b27a-a9eb-41b3-a9bd-7e2c1753255f,13025,havi,84.0,14422.80012193115,0.5077290534973145,28.0424004,26.49999999906868,747559.0,4308857.6,747555.6,4308853.8,747560.6,4308859.1,A,I;M,4,4
17919,a00cff05-4752-4ece-a020-37209208cb43,17919,quve,739.0,708674.195088941,0.507719874382019,37.063101,86.70000000158325,747637.8,4308632.9,747634.9,4308629.6,747643.4,4308639.8,A,F,5,5
22064,36155edb-d8b3-4f49-8586-13009f0e0bb0,22064,quru,685.0,601180.388771743,0.5075401067733765,29.5025001,32.9400000021467,747657.0,4308926.2,747656.1,4308922.1,747662.2,4308927.5,A,main,5,5
6124,27473b35-181b-491a-95ab-da71562e4f82,6124,cagl,394.0,214784.85998568,0.5073395371437073,31.7535001,50.25000000052387,747481.5,4308571.2,747480.2,4308566.1,747486.9,4308573.6,A,F;I,5,5
1756,61667e5f-4035-46f4-a0de-ff4282c2956c,1756,litu,568.0,489426.403120485,0.5072651505470276,39.4460007,145.1800000025006,747381.5,4308870.9,747380.2,4308859.3,747392.1,4308871.5,A,main,5,5
18584,beefa715-8786-4339-b38e-bf36641bf715,18584,cagl,33.0,744.052317099876,0.5071369409561157,26.4167,11.55000000016298,747618.6,4308966.8,747617.7,4308963.3,747621.0,4308966.8,A,main,3,3
14028,c92d4a30-bd7a-4fd6-b5ea-3ce33a3060bf,14028,prav,295.0,140133.233548758,0.5067782998085022,22.9029998,42.84000000501052,747590.6,4308563.1,747589.0,4308556.6,747595.3,4308563.4,A,F,5,5
21487,3752ef75-658b-48c2-8df5-52f7195816cf,21487,quve,572.0,404842.484454056,0.5061200261116028,36.8874012,63.90999999817927,747669.2,4308671.1,747662.0,4308666.9,747669.7,4308675.2,A,F,5,5
22163,b6ba05ff-25c9-41a8-af52-5033791f3be6,22163,qual,381.0,166459.227752315,0.506092369556427,32.2029003,62.899999995250255,747673.3,4308942.5,747671.3,4308940.2,747679.8,4308947.6,A,main,5,5
6403,7f57c798-1cef-4061-9500-17084bedf332,6403,nysy,516.0,543056.029424238,0.5059153437614441,33.7131992,71.37999999820488,747467.3,4308729.4,747465.4,4308724.5,747474.0,4308732.8,A,main,5,5
15027,23cc5660-6fa6-49b7-8e3e-bfe9626884f3,15027,quve,478.0,273443.565660164,0.5057837963104248,30.4305003,117.16000000624685,747577.4,4308986.0,747573.0,4308980.3,747584.6,4308990.4,A,main,5,5
42348,d1302a24-2174-4495-9c92-626abf10c4c9,63790,libe,75.0,4533.97811014586,0.5057308673858643,39.3635992,25.500000002793968,747754.0,4308581.7,747751.5,4308580.1,747756.5,4308585.2,A,P,4,4
14795,b01989ba-4c32-4484-bc50-51fc455c472a,14795,astr,24.0,295.582004867099,0.5056416988372803,19.0611997,8.990000001692678,747586.2,4308842.1,747584.0,4308839.6,747586.9,4308842.7,A,main,2,2
9327,228f95e7-543c-4f10-a3bb-77271a516802,9327,litu,624.0,610408.677715126,0.5055384635925293,37.5597998,88.4000000031665,747542.7,4308606.5,747539.9,4308602.6,747548.4,4308613.0,A,F,5,5
15307,26b4991b-1142-4f94-aaec-1b160a89738c,15307,ceca,35.0,765.160664772664,0.5051940083503723,33.1028006,10.89000000222819,747613.0,4308529.9,747610.8,4308527.6,747614.1,4308530.9,A,F,3,3
9495,61bb36b9-f844-4ffd-87e8-12f36756a0b4,9495,caca,72.0,4255.354811169061,0.5050377249717712,25.3384003,22.54000000284519,747540.9,4308650.8,747540.4,4308649.1,747545.3,4308653.7,A,F;M,4,4
21665,98cfffd7-9761-4e44-8725-dae5e9b09106,21665,litu,739.0,908226.088461883,0.5050018429756165,43.6900017,108.1199999957066,747670.2,4308742.7,747666.3,4308733.0,747676.5,4308743.6,A,main,5,5
830,2c0b55a7-f330-437d-84fc-4bc8539963f3,830,vipr,47.0,1494.53536658202,0.5049886107444763,26.3356001,11.219999999443536,747716.0,4308791.2,747715.4,4308791.0,747718.8,4308794.3,A,M,3,3
28197,90b17ba7-4be6-413c-b083-39c047bb3edc,28197,litu,464.0,304336.928947929,0.5049673914909363,39.4756999,38.35000000015134,747744.9,4308616.2,747740.4,4308612.4,747746.3,4308618.9,A,main,5,5
30753,62a79ea1-216d-42dd-9c60-4a77b1d070dc,30753,fram,667.0,693501.767144069,0.5049565434455872,35.7751004,99.36000000244006,747761.7,4308997.3,747761.2,4308990.2,747772.0,4308999.4,A,main,5,5
10951,236ac266-079e-4005-8788-89c9581d6c81,10951,caco,275.0,94458.9537396045,0.5047662258148193,22.3033999,56.23999999558088,747545.9,4308813.2,747538.4,4308808.2,747546.0,4308815.6,A,main,5,5
27115,61691d46-17f4-47ec-9fbd-1b64c0ffadcb,27115,amar,116.0,13458.2546537572,0.5047401189804077,28.4775001,22.08000000289641,747727.1,4308839.0,747724.5,4308834.6,747729.3,4308839.2,A,main,4,4
11842,9415ca41-395a-4ce9-a30e-ebf35781ed14,11842,libe,30.0,467.313046001902,0.5045660734176636,32.3012999,11.099999997764826,747574.6,4308537.8,747572.6,4308534.4,747575.6,4308538.1,A,F,3,3
23299,81ece687-50bd-4cc8-a31b-008ac1db12ba,23299,fram,74.0,4537.78701491652,0.5045204162597656,29.2075995,26.94999999692664,747695.6,4308800.0,747691.5,4308795.4,747697.0,4308800.3,A,main,4,4
18581,53d25821-4c78-4170-b489-91efad1ce993,18581,cagl,49.0,1835.76366409305,0.5042449235916138,29.3104998,20.64000000327593,747619.1,4308964.4,747614.4,4308960.1,747619.2,4308964.4,A,main,4,4
28132,7c5deb67-e39c-4181-9ff0-2b63d7717f1e,28132,tiam,326.0,169335.316873259,0.5039741396903992,28.4959002,31.490000001576263,747746.8,4308735.9,747745.7,4308732.1,747752.4,4308736.8,A,main,5,5
16604,7365675b-6078-4254-a00c-8eedda4a6c5c,16604,qual,549.0,369799.039562902,0.5038455128669739,30.4408002,40.31999999705702,747610.8,4308878.5,747608.8,4308873.4,747616.0,4308879.0,A,main,5,5
8286,5b4538f5-6336-4e1b-bb82-2d9bdc5101fa,8286,havi,71.0,8501.254071801477,0.5037416815757751,32.360101,21.929999998041893,747513.1,4308578.8,747510.9,4308574.2,747515.2,4308579.3,A,F;M,4,4
3721,4d1ab2d4-318f-422d-af98-14402955f399,3721,caca,131.0,32326.371682082456,0.5037162899971008,28.2100003,58.32000000134111,747428.7,4308558.7,747427.6,4308552.7,747435.7,4308559.9,A,L;M,5,5
20267,360f9ce3-723a-4ecf-99ad-254f7fcda86a,20267,astr,30.0,506.509641124853,0.5035602450370789,27.4000998,15.120000002179294,747653.3,4308926.7,747651.5,4308924.6,747655.7,4308928.2,A,main,3,3
33730,1c017afd-6645-486a-b697-186418d93abb,46807,astr,33.0,637.523793363231,0.5033121705055237,27.8000994,15.600000001490116,747651.2,4308880.7,747650.5,4308879.5,747654.5,4308883.4,A,main,3,3
33731,1c017afd-6645-486a-b697-186418d93abb,46808,astr,33.0,637.523793363231,0.5033121705055237,27.8000994,15.600000001490116,747652.0,4308880.3,747650.5,4308879.5,747654.5,4308883.4,A,main,3,3
23130,1ac85ffc-18af-4577-a16e-1a898f9dd4fd,23130,litu,599.0,554502.890509217,0.5031792521476746,41.317001,35.95999999857508,747700.1,4308732.4,747698.0,4308728.2,747704.2,4308734.0,A,main,5,5
23428,c99b68ca-4431-4a42-b55c-e0a0015506d5,23428,astr,44.0,1276.61070936807,0.5031399130821228,26.3879996,11.879999998938292,747687.8,4308892.0,747685.1,4308890.5,747688.4,4308894.1,A,main,3,3
3020,d25d95e3-8a0f-444d-a56e-d961f7a0aa5f,3020,cato,116.0,13147.1002603817,0.503126323223114,32.2435007,22.56000000111293,747410.2,4308817.2,747405.6,4308814.7,747410.4,4308819.4,A,main,4,4
14829,64129358-46e5-4292-8adb-a331d8f704ac,14829,quru,209.0,44946.4163315809,0.5030636191368103,32.130601,97.7600000025332,747581.1,4308866.9,747575.8,4308861.1,747585.2,4308871.5,A,main,5,5
30704,d42391b2-1add-4479-8b5a-a85a5281097b,30704,qupr,133.0,16693.7871350504,0.5029975771903992,31.4567002,30.24000000196044,747760.5,4308940.0,747760.3,4308935.6,747765.9,4308941.0,A,main,4,4
15032,5daab0ad-f068-409c-aa97-321c74fed1b8,15032,quve,841.0,940111.890650725,0.5028713345527649,28.7110004,33.5999999998603,747583.0,4308992.2,747578.4,4308991.2,747584.0,4308997.2,A,main,5,5
6724,4adca40f-2ece-49d8-97cb-e6c9cf76c393,6724,cagl,60.0,2915.76921697941,0.5026359558105469,35.5244002,26.999999997206032,747457.8,4308926.9,747456.0,4308924.4,747461.0,4308929.8,A,main,4,4
16298,dfa60fe3-14a9-46c7-a8fc-639991a5da1d,16298,litu,198.0,41161.3343381632,0.5025397539138794,35.5044992,51.75000000017462,747609.8,4308716.8,747602.9,4308715.4,747609.8,4308722.9,A,F,5,5
5554,5fdec5ec-1a8b-4ef2-bbf5-81d1966c1ecd,5554,litu,663.0,703838.700185861,0.502527117729187,35.4712999,128.7499999976717,747441.9,4308866.2,747437.3,4308857.7,747449.8,4308868.0,A,main,5,5
16645,88b3fee6-cef9-441e-a4e7-9ebdf0b0e199,16645,nysy,95.0,8182.71951548983,0.5023164749145508,30.0839999,18.330000000835863,747606.4,4308879.2,747606.0,4308875.2,747609.9,4308879.9,A,main,4,4
4052,9466ae7b-adb9-4312-9741-cc8edf81d2b9,4052,fagr,626.0,879836.109195855,0.5021729469299316,30.8420002,90.20999999776016,747433.9,4308710.4,747428.5,4308705.5,747438.2,4308714.8,A,main,5,5
9696,bba227e6-5bb7-409a-b252-4de2cc554c6f,9696,litu,540.0,434621.581071929,0.5021077394485474,39.3935994,95.39999999979044,747539.0,4308709.8,747533.1,4308706.2,747543.7,4308715.2,A,F,5,5
14675,740e3769-bdcb-4ad3-9b70-13c3ea953521,14675,astr,47.0,1496.92063360112,0.5019409656524658,29.0354998,15.84000000254251,747580.1,4308810.9,747575.7,4308808.1,747580.1,4308811.7,A,main,3,3
26602,e9fde9d0-f709-4a85-9bf2-e6866c967ba6,26602,cato,572.0,503348.65271555,0.5018950700759888,36.7549,125.27999999651684,747735.4,4308698.3,747727.1,4308696.2,747737.9,4308707.8,A,main,5,5
28593,9cdb6f6e-9ba1-4cee-870b-3e93663bc4d2,28593,astr,65.0,3274.0271589705,0.5018726587295532,26.6956,29.67999999883352,747745.5,4308987.9,747741.5,4308983.3,747747.1,4308988.6,A,main,4,4
25278,8129a309-9f4b-462a-85d2-e1cc5546238a,25278,qual,847.0,953764.967536708,0.5016821622848511,32.9689995,150.79999999515712,747706.7,4308801.5,747704.8,4308796.4,747717.8,4308808.0,A,main,5,5
1115,247eaad4-c611-4930-bb78-fbb9707126c3,1115,ceoc,476.0,400106.50262231,0.5015801191329956,28.3559999,68.04000000282191,747398.7,4308536.4,747396.5,4308534.1,747404.6,4308542.5,A,main,5,5
19701,a4c7f2ec-a585-4654-8ded-7a23fec7a1e3,19701,litu,691.0,775667.744807755,0.5014522075653076,37.7494997,56.80000000447035,747656.8,4308639.2,747652.7,4308634.3,747660.7,4308641.4,A,F,5,5
12828,88df23ef-a121-4788-bb3a-6023aa65d5e4,12828,quve,571.0,403297.091206399,0.5013264417648315,34.8564997,54.02000000220258,747572.4,4308745.9,747572.3,4308739.8,747579.6,4308747.2,A,F,5,5
8512,c43af0bd-60b1-4a15-a1c7-9bd7f4be96e7,8512,cagl,321.0,134493.244151826,0.5013152360916138,35.9589994,31.799999998882413,747517.7,4308697.9,747516.2,4308695.4,747522.2,4308700.7,A,F,5,5
13075,272aa619-24e5-4c25-ab7e-48f41561339b,13075,cato,427.0,258110.775111541,0.5012978315353394,32.3208008,37.43999999946914,747570.3,4308881.2,747570.0,4308875.0,747574.8,4308882.8,A,main,5,5
7448,3f024ab3-9cda-4cb2-bdfe-10ec01160df1,7448,juni,491.0,393832.642265136,0.5008820295333862,29.4180001,33.14999999757856,747486.0,4308796.8,747484.0,4308794.2,747490.5,4308799.3,A,main,5,5
6662,a0cde509-3da9-4ffe-8204-86564b2a3c9a,6662,qual,538.0,353800.739238852,0.5005965232849121,30.6765997,31.62000000322704,747471.7,4308889.9,747469.0,4308888.3,747475.2,4308893.4,A,main,5,5
1915,1db7951e-3716-4954-bc02-ac93d63f15ce,1915,caca,78.0,5033.63106393841,0.5004554986953735,24.0034004,22.36000000104308,747392.2,4308975.1,747388.5,4308972.6,747392.8,4308977.8,A,main,4,4
11203,6eb766a6-ae6a-47c2-8e76-736327a53eec,11203,qual,549.0,369799.039562902,0.5001838207244873,30.9212001,46.02000000318046,747545.7,4308849.7,747538.0,4308846.0,747545.8,4308851.9,A,main,5,5
7079,57c63b63-bf55-4889-b85a-4c5a005ebade,7079,havi,30.0,1629.8429294309078,0.4997236728668213,31.8075999,26.52000000271481,747502.7,4308580.9,747500.7,4308578.1,747507.5,4308582.0,A,F;M,4,4
23094,33baba91-5319-4225-8c99-9799eadb5a42,23094,cofl,96.0,8373.29182071262,0.4993711709976196,37.897601,22.079999998426064,747699.1,4308676.2,747697.0,4308673.9,747701.8,4308678.5,A,main,4,4
12889,4db4ca68-d7a5-49b2-b25d-09530aced2d8,12889,astr,62.0,2921.12100354825,0.4993258714675903,28.4032995,22.0,747573.4,4308811.7,747570.0,4308808.3,747574.0,4308813.8,A,main,4,4
19666,83d5b318-f687-4b09-b189-adae8312688d,19666,caca,108.0,11189.02789831,0.4992219209671021,23.6707995,24.96000000113621,747650.2,4308780.1,747647.7,4308778.2,747652.5,4308783.4,A,main,4,4
30461,d5ddbab4-21b0-4e43-8e06-9a77ec210013,30461,quru,279.0,84485.6626224658,0.4990918636322021,33.5160004,128.80000000214204,747773.5,4308916.5,747771.7,4308910.1,747783.2,4308921.3,A,main,5,5
9740,35a976ea-7a80-48e6-8a41-d6e7cedc4d98,9740,cagl,118.0,13670.6882526377,0.4990379810333252,30.2767993,30.15999999943655,747522.0,4308746.7,747521.2,4308744.0,747526.4,4308749.8,A,F,4,4
12532,c4b5aa79-d9ea-407b-aa12-89d1a3ff5bc8,12532,astr,25.0,326.189182618127,0.4990372657775879,41.7291002,9.98999999781605,747572.5,4308654.7,747570.0,4308653.9,747572.7,4308657.6,A,F,2,2
6607,6d8ade43-a515-46d5-9f2e-e14ff3ce695c,6607,quru,760.0,754371.166030833,0.4988418817520142,32.2720984,84.47999999716878,747463.9,4308860.6,747456.0,4308852.2,747464.8,4308861.8,A,main,5,5
15539,6c2b4d4e-71a4-403a-8f1f-9f7e475fcaa7,55486,libe,18.0,131.653980205372,0.4987825155258179,28.6831994,6.999999999534339,747614.5,4308543.8,747612.2,4308542.8,747614.7,4308545.6,A,F;M,1,1
245,a04a7fa5-02d5-4a20-a892-ca77552e8580,245,cagl,59.0,2805.93627820092,0.4987666606903076,33.9490986,28.500000000931323,747537.0,4308996.0,747532.0,4308993.8,747537.0,4308999.5,A,main,4,4
27236,d883c2dd-6d63-4ed2-9657-196bbc26f724,27236,astr,50.0,1738.03904061476,0.4977794885635376,28.9868007,26.51999999943189,747722.8,4308939.8,747722.0,4308935.3,747725.9,4308942.1,A,main,4,4
19286,a9894560-7c7c-4fde-ba83-473ed119e8e0,19286,litu,814.0,1139761.8293951,0.4976939260959625,40.0743013,123.90000000048894,747661.4,4308608.8,747660.1,4308604.5,747671.9,4308615.0,A,main,5,5
11099,8d4d6d6b-a9f5-4ee4-a496-1072b83b4dc1,11099,caca,33.0,609.366474940783,0.4975786507129669,39.8274988,16.770000003005844,747557.8,4308637.7,747557.2,4308635.1,747561.1,4308639.4,A,F;J,3,3
25106,17fe149a-2e07-46a8-8c84-bead1389a9c1,25106,caovl,336.0,149283.714043621,0.4973335564136505,36.8249998,54.71999999416992,747719.8,4308701.4,747715.6,4308697.4,747723.2,4308704.6,A,main,5,5
28014,9dc47766-64d7-41b9-8199-af25deab570f,28014,litu,1051.0,2077430.32795651,0.4970997869968414,39.2625995,34.72000000320375,747754.7,4308591.0,747748.9,4308585.8,747755.1,4308591.4,A,main,5,5
7201,c6a0e1d7-add8-4c96-abd1-91d3968e551e,7201,libe,28.0,393.822564011609,0.4970094263553619,27.5424999,15.199999999720603,747487.4,4308509.9,747485.3,4308506.6,747489.1,4308510.6,A,M,3,3
11932,5c94d14b-566a-4edd-853f-b33094ea9f54,11932,cofl,100.0,9267.04539163805,0.4969981014728546,22.4724991,19.50000000011641,747572.3,4308521.5,747570.0,4308520.9,747573.9,4308525.9,A,F;L,4,4
19713,6670c425-844d-4339-9f52-c7b87f3ad387,19713,libe,31.0,506.901398215308,0.496947318315506,34.5768003,11.51999999864027,747659.8,4308659.9,747659.0,4308657.2,747662.2,4308660.8,A,F,3,3
14257,ed0a8ae1-d4bd-47f2-a7e1-e96cc7ee6cb6,14257,vipr,72.0,4515.977109702381,0.4966641068458557,41.5369006,28.60000000102445,747584.5,4308622.5,747583.6,4308622.3,747589.1,4308627.5,A,F;M,4,4
14847,30207b02-16b9-44eb-95e5-ca974d959288,14847,ceca,97.0,8698.66178595729,0.4966414570808411,28.0938994,20.2100000010198,747581.5,4308881.9,747581.0,4308880.2,747585.3,4308884.9,A,J,4,4
30099,48e9fe5f-d7d6-4dcf-91d4-36b8d84b5fe7,30099,ulru,147.0,23966.908775302,0.4964336752891541,34.7119991,94.04999999469146,747778.8,4308737.9,747777.4,4308734.4,747786.9,4308744.3,A,L,5,5
15638,0d9be165-1e0e-4738-910b-a34da9b9065d,34258,libe,19.0,234.31099037830435,0.4963428378105164,32.3651988,8.999999999941792,747623.2,4308543.0,747620.0,4308542.0,747623.6,4308544.5,A,F;M,2,2
18441,acc2f132-59a1-475e-a421-ac002eb82861,18441,astr,53.0,2000.50563682622,0.4958959519863129,30.3336005,25.37999999712221,747633.8,4308836.6,747631.3,4308835.7,747636.0,4308841.1,A,main,4,4
25531,0e0d02b2-58d6-4523-95f0-2fd717d499dc,25531,litu,769.0,997224.510005734,0.4956725835800171,37.1613996,136.8799999975646,747708.6,4308876.0,747697.3,4308866.4,747708.9,4308878.2,A,main,5,5
12770,f4f68596-6647-4283-b1b5-15dfe5ce7931,12770,litu,492.0,349249.278273691,0.4956264495849609,36.6076007,54.74999999947613,747579.0,4308751.3,747576.9,4308747.4,747584.2,4308754.9,A,F,5,5
5054,e80566ab-e7d5-4820-a643-94ab320e6310,5054,cofl,53.0,1913.97694573446,0.4955452680587769,30.7131995,20.46000000090338,747459.3,4308647.4,747456.0,4308647.1,747459.3,4308653.3,A,main,4,4
4460,3b42bb04-856b-4082-8c22-a1fcc28c7213,4460,cato,258.0,81645.4394366055,0.4954574108123779,28.9525003,55.49999999580905,747433.1,4308962.3,747428.2,4308960.9,747435.7,4308968.3,A,main,5,5
5087,b9f29f4d-b9cf-4b06-a307-aea3096d934a,5087,caca,41.0,1038.1890760102,0.495434045791626,23.4787999,13.320000000584406,747449.9,4308612.4,747448.4,4308610.6,747452.0,4308614.3,A,F,3,3
7777,4dcc4bd6-e3d5-4702-b0e1-eda515beb6b4,7777,qual,613.0,470549.578461769,0.4953826665878296,35.3377018,95.54999999608845,747495.5,4308938.1,747494.7,4308935.5,747505.2,4308944.6,A,main,5,5
7055,96e939a7-9a08-47dc-b841-8a2e8999e8ac,7055,cagl,50.0,1922.4766688238,0.4952516853809357,30.7709994,17.629999998589046,747498.5,4308554.8,747497.7,4308553.5,747502.0,4308557.6,A,F,4,4
9645,41ad34f2-7cdd-41c2-ba56-d0bd8c9c25cb,9645,pato,485.0,483745.919058509,0.4952298700809479,33.4654011,46.23000000144122,747537.6,4308796.4,747532.6,4308793.5,747539.5,4308800.2,A,I,5,5
27471,95ed8774-ee3b-4aa9-940e-e6d8315cca04,27471,juni,553.0,520787.461647829,0.4949899315834045,28.8958002,120.98999999619788,747725.7,4308955.5,747722.0,4308947.7,747732.9,4308958.8,A,main,5,5
10908,e29c25f6-87d6-43e2-9ade-3ceece103b08,10908,cato,105.0,10470.8341194249,0.4948660731315613,29.75,30.210000001252627,747551.1,4308763.5,747546.6,4308760.6,747551.9,4308766.3,A,F,4,4
79,8fc4a527-4b91-4ffc-a41a-6af3e990ceba,79,tiam,468.0,575978.873280487,0.4948341250419617,34.2220016,60.900000000488944,747416.7,4308888.4,747408.2,4308884.4,747416.9,4308891.4,A,M,5,5
7470,549f75e9-d25b-40e0-9d26-9592762f36c3,7470,cato,405.0,228730.419354348,0.494800865650177,25.9173994,31.49999999906868,747485.1,4308826.1,747480.5,4308821.2,747485.5,4308827.5,A,main,5,5
16702,e78be204-120b-489f-b581-291103697409,16702,quve,297.0,96635.5324569179,0.4947838187217712,29.788,62.32000000511296,747597.9,4308937.1,747594.7,4308929.6,747602.9,4308937.2,A,main,5,5
20376,5723f465-c596-4cd6-b316-f889eeb63fd1,20376,astr,22.0,239.589902228563,0.4946974217891693,17.4592999,10.229999999345743,747640.7,4308896.6,747640.3,4308893.3,747643.4,4308896.6,A,main,2,2
6299,aa576fd9-8737-4cea-9515-4d02b045853d,6299,nysy,433.0,351586.968522148,0.4946858584880829,30.1646995,83.20000000018626,747481.0,4308626.4,747475.4,4308623.3,747485.8,4308631.3,A,F,5,5
1006,6fd3a071-1375-4c9a-9d5d-453fba8349e9,1006,juni,616.0,671055.850772174,0.4945835769176483,27.8752003,83.66000000353436,747392.6,4308513.1,747385.1,4308505.3,747394.0,4308514.7,A,main,5,5
4203,898ae272-9c19-45f6-a96f-b2a4fea3ebc4,4203,cato,227.0,60943.3073770707,0.4944148063659668,34.1594009,31.11000000270782,747421.8,4308816.3,747420.5,4308814.1,747425.6,4308820.2,A,main,5,5
6327,3e7ee271-4f45-44a4-abbb-a9284f7c2bab,6327,amar,35.0,653.718778173087,0.4938980937004089,29.8479005,11.879999998938292,747475.7,4308650.0,747474.5,4308646.9,747477.8,4308650.5,A,F,3,3
29905,ae6e0f86-6619-4f91-99be-f2c44a26a85f,29905,litu,730.0,882454.698538294,0.493721216917038,38.9847996,99.0,747766.8,4308678.0,747766.0,4308673.2,747777.0,4308682.2,A,main,5,5
25284,48c39245-b743-4a0d-9721-7a020ca3852a,25284,qual,226.0,53173.4184700382,0.4937122762203217,31.0224997,51.06000000274275,747701.6,4308803.0,747695.7,4308802.1,747702.6,4308809.5,A,main,5,5
28199,d78774e3-3679-4447-ab8a-ffcf5087cf65,28199,litu,719.0,851533.505038511,0.4934376776218414,42.7273995,74.62000000521773,747745.3,4308621.2,747743.1,4308619.1,747751.3,4308628.2,A,main,5,5
43350,19f9afa5-7335-4e2e-b985-72d04a966c98,65021,libe,25.0,574.0547838564233,0.4934013187885284,28.0149004,17.35999999784166,747451.5,4308541.3,747447.3,4308540.9,747452.9,4308544.0,A,M,3,3
7116,76cf1e3b-607f-42a6-b3f8-7fba9fcdfb99,7116,havi,41.0,1813.965355168237,0.4933812916278839,36.2273006,27.44000000286848,747501.2,4308613.2,747497.5,4308608.8,747502.4,4308614.4,A,F;M,4,4
23046,0607ff57-ab14-45e1-a117-7de88cf2d66e,23046,libe,44.0,1208.09641028015,0.4931902289390564,27.9858003,12.400000000372527,747698.2,4308577.4,747696.7,4308574.1,747699.8,4308578.1,A,main,3,3
